"country","date","agricultural_land%","forest_land%","land_area","avg_precipitation","trade_in_services%","control_of_corruption_estimate","control_of_corruption_std","access_to_electricity%","renewvable_energy_consumption%","electric_power_consumption","CO2_emisions","other_greenhouse_emisions","population_density","inflation_annual%","real_interest_rate","risk_premium_on_lending","research_and_development_expenditure%","central_goverment_debt%","tax_revenue%","expense%","goverment_effectiveness_estimate","goverment_effectiveness_std","human_capital_index","doing_business","time_to_get_operation_license","statistical_performance_indicators","individuals_using_internet%","logistic_performance_index","military_expenditure%","GDP_current_US","political_stability_estimate","political_stability_std","rule_of_law_estimate","rule_of_law_std","regulatory_quality_estimate","regulatory_quality_std","government_expenditure_on_education%","government_health_expenditure%","multidimensional_poverty_headcount_ratio%","gini_index","birth_rate","death_rate","life_expectancy_at_birth","population","rural_population","voice_and_accountability_estimate","voice_and_accountability_std","intentional_homicides","year"
"Czechia","2021-01-01",0,0,0,0,19.4628306744452,0.641104996204376,0.147276729345322,100,0,0,0,0,0,3.8398449150015,-0.121925057931436,0,0,0,13.3610380051981,38.0504122224028,1.11025178432465,0.216802656650543,0,0,0,0,82.67062427,0,1.4340913619415,281791218507.1,0.957600653171539,0.233612805604935,1.1260153055191,0.142747342586517,1.34850704669952,0.206931561231613,0,0,10.7,0,10.6,13.3,77.3731707317073,10505772,2709018,1.01879382133484,0.103527672588825,0.447161218411568,2021
"Denmark","2021-01-01",0,0,0,0,44.7645522831297,2.36617517471313,0.162795156240463,100,0,0,0,0,0,1.85304543989687,0,0,0,0,35.4555506972431,37.8098963812479,2.00407338142395,0.22790752351284,0,0,0,0,98.8658506,0,1.37159146918744,398303272764.46,0.949907004833221,0.233612805604935,1.93643748760223,0.160044327378273,1.80882060527802,0.231549426913261,0,9.26435947,17.3,0,10.8,9.8,81.4048780487805,5856733,688752,1.55789542198181,0.110894158482552,0.802836849630622,2021
"Djibouti","2021-01-01",0,0,0,0,48.2326388813573,-0.78286600112915,0.187352567911148,65.4412536621094,30.94,0,0,0,0,1.18191775339801,0,0,0,0,0,0,-0.798380613327026,0.224398046731949,0,0,0,0,68.86318451,0,0,3372287461.80812,-0.707261562347412,0.253675937652588,-1.0092499256134,0.162146463990211,-0.869137227535248,0.180344417691231,0,0,0,0,22.205,9.147,62.305,1105557,240823,-1.29690492153168,0.130673810839653,0,2021
"Dominica","2021-01-01",0,0,0,0,37.3266156561518,0.576153934001923,0.240838810801506,100,8.34,0,0,0,0,0,3.17684319528069,0,0,0,0,0,-0.090642049908638,0.40717226266861,0,0,0,0,80.93300506,0,0,555266666.666667,1.39232003688812,0.280120998620987,0.71694427728653,0.28936094045639,0.283553451299667,0.282275706529617,5.46584510803223,0,0,0,13.326,8.986,72.814,72412,20713,0.82255083322525,0.226818829774857,13.8097704125669,2021
"Dominican Republic","2021-01-01",0,0,0,0,13.2869744519701,-0.569274544715881,0.167616099119186,98.1,0,0,0,0,0,8.24300347981817,1.69901513038132,0,0,0,14.3774132098976,17.8061253525519,0.0309976488351822,0.257192939519882,0,0,0,0,85.24298638,0,0.65056272603802,94243426487.0833,0.137410506606102,0.239415779709816,-0.0960470661520958,0.166490212082863,0.0891253873705864,0.220563754439354,0,0,0,38.5,18.432,6.678,72.615,11117873,1866357,0.301797479391098,0.130255520343781,10.5415842337116,2021
"Early-demographic dividend","2021-01-01",0,0,0,0,9.66755993065017,0,0,95.2745590302042,0,0,0,0,0,4.1744808665263,0,0,0,0,0,0,0,0,0,0,26.04,0,51.8911122866871,0,2.24612732289021,12674194364881.7,0,0,0,0,0,0,0,0,0,0,18.9294543871044,8.30194167162363,68.4674058312014,3411889759,1832988614,0,0,0,2021
"East Asia & Pacific","2021-01-01",0,0,0,0,8.2310280620617,0,0,98.1558936124241,0,0,0,0,0,2.47710241465444,0,0,0,0,0,0,0,0,0,0,21.1846153846154,0,72.2349866345909,0,1.65348815301436,31095572987690.8,0,0,0,0,0,0,0,0,0,0,10.1747731371613,7.81855062195732,76.3939111633585,2370196777,913161650,0,0,0.9,2021
"East Asia & Pacific (IDA & IBRD countries)","2021-01-01",0,0,0,0,5.05942603135561,0,0,98.523492633946,0,0,0,0,0,2.61248185776489,0,0,0,0,0,0,0,0,0,0,21.1846153846154,0,70.2903153179292,0,1.64285325695542,20811347144902.6,0,0,0,0,0,0,0,0,0,0,10.510229784648,7.63413059820305,75.5711934120901,2097669023,874278709,0,0,0,2021
"East Asia & Pacific (excluding high income)","2021-01-01",0,0,0,0,5.05942603135561,0,0,97.9622148306277,0,0,0,0,0,2.61248185776489,0,0,0,0,0,0,0,0,0,0,21.1846153846154,0,70.2902344489137,0,1.64285325695542,20837352063117.5,0,0,0,0,0,0,0,0,0,0,10.5435143429303,7.65466901633683,75.5432912976843,2123628421,883981295,0,0,0,2021
"Ecuador","2021-01-01",0,0,0,0,5.88592525965719,-0.573393404483795,0.168380677700043,100,0,0,0,0,0,0.133251386096455,0,0,0,0,12.8574148529315,32.2308666082271,-0.209148362278938,0.257192939519882,0,0,0,0,76.20289766,0,2.45571202299679,106165866000,-0.266253769397736,0.239415779709816,-0.339322566986084,0.166490212082863,-0.702785313129425,0.220563754439354,3.6913800239563,0,39.2,45.8,16.817,6.719,73.67,17797737,6342935,0.106134444475174,0.130255520343781,14.0242548813931,2021
"Egypt, Arab Rep.","2021-01-01",0,0,0,0,10.60185740196,-0.684838116168976,0.163929745554924,100,0,0,0,0,0,5.21404940513043,4.36620669870875,-3.2816666666667,0,0,0,0,-0.432110905647278,0.225021451711655,0,0,0,0,72.06,0,1.3008191087835,424671765455.704,-1.02420508861542,0.239415779709816,-0.244830429553986,0.161507874727249,-0.5065838098526,0.204213261604309,0,0,0,0,22.558,6.327,70.221,109262178,62430223,-1.50977849960327,0.121118977665901,0,2021
"El Salvador","2021-01-01",0,0,0,0,18.6002078466788,-0.532646834850311,0.159791633486748,97.89,0,0,0,0,0,3.46692585313078,0,0,0,65.5480040908295,19.4168394947038,29.0986050162913,-0.312677413225174,0.252294540405273,0,0,0,0,62.88028717,0,1.3749020324974,29451240000,-0.211234390735626,0.239415779709816,-0.847537100315094,0.16469943523407,-0.3440922498703,0.204213261604309,0,0,0,39,16.025,8.661,70.748,6314167,1634233,-0.0552322864532471,0.12995757162571,18.1654984604067,2021
"Equatorial Guinea","2021-01-01",0,0,0,0,0,-1.56758201122284,0.23460353910923,66.786994934082,5.99,0,0,0,0,-0.0971007664640634,0,0,0,0,5.37156734537771,10.3127088029469,-1.15928483009338,0.268274664878845,0,0,0,0,53.92240217,0,1.3051715490862,12269393392.1579,-0.286741405725479,0.253675937652588,-1.19723165035248,0.187272652983665,-1.7128119468689,0.27038910984993,0,0,0,0,30.498,9.042,60.594,1634466,432136,-1.71738183498383,0.130126640200615,0,2021
"Eritrea","2021-01-01",0,0,0,0,0,-1.23686194419861,0.187352567911148,52.5140495300293,0,0,0,0,0,0,0,0,0,0,0,0,-1.67682373523712,0.224398046731949,0,0,0,0,21.73038628,0,0,0,-1.00578594207764,0.253675937652588,-1.57183074951172,0.162146463990211,-2.26874208450317,0.180344417691231,0,0,0,0,28.624,6.729,66.536,3620312,2100324,-1.93496823310852,0.130673810839653,0,2021
"Estonia","2021-01-01",0,0,0,0,48.6767407421629,1.53582549095154,0.147276729345322,100,0,0,0,0,0,4.65316673847481,0,0,0,23.6674211819254,21.4247054841589,37.7205686655899,1.38256192207336,0.216802656650543,0,0,0,0,91.04,0,2.15551504624942,37191166151.98,0.755603730678558,0.233612805604935,1.4276876449585,0.142747342586517,1.55910897254944,0.206931561231613,0,0,22.2,0,10,14,76.7414634146342,1330932,407066,1.19077372550964,0.10395423322916,1.95679840686505,2021
"Eswatini","2021-01-01",0,0,0,0,6.52008967126101,-0.650570392608643,0.206127017736435,82.9031753540039,68.77,0,0,0,0,0,8.1007369873651,2.3435537037037,0,0,0,0,-0.728663802146912,0.256845533847809,0,0,0,0,58.91291568,0,1.69802362656514,4748702400.66283,-0.0301357265561819,0.253675937652588,-0.561079084873199,0.1818538159132,-0.582627952098846,0.241815835237503,4.99529981613159,0,0,0,24.134,11.356,57.066,1192271,901726,-1.29730570316315,0.129311844706535,12.6649058812971,2021
"Ethiopia","2021-01-01",0,0,0,0,10.8679682751318,-0.397181957960129,0.150884598493576,54.1884155273438,0,0,0,0,0,26.8395221557722,0,0,0,0,0,0,-0.613235294818878,0.207799881696701,0,0,0,0,16.6981031,0,0.527828226726397,111261882913.342,-2.06836009025574,0.239415779709816,-0.606264889240265,0.148106053471565,-0.928053855895996,0.164314687252045,0,0,0,0,32.383,6.776,64.975,120283026,93611468,-1.06910514831543,0.120698302984238,0,2021
"Euro area","2021-01-01",0,0,0,0,26.4975927026906,0,0,100,0,0,0,0,0,2.44608867175472,0,0,0,0,19.3985162943788,42.1439078576095,0,0,0,0,60.0055555555556,0,87.2925990045478,0,1.50228435932292,14570891691511.7,0,0,0,0,0,0,0,0,0,0,8.9929039652524,11.0517838279604,81.7088115579717,343067846,76504500,0,0,0,2021
"Europe & Central Asia","2021-01-01",0,0,0,0,23.7734237765826,0,0,99.9876177101118,0,0,0,0,0,3.23074912132919,0,0,0,0,20.0699917248742,39.9350448386249,0,0,0,0,37.9255813953488,0,86.4405939277618,0,1.81855409577097,25153884144575.6,0,0,0,0,0,0,0,0,0,0,11.0716970253387,11.8497524564176,76.6303814237821,923419216,250511337,0,0,2.5,2021
"Europe & Central Asia (IDA & IBRD countries)","2021-01-01",0,0,0,0,12.5835291563586,0,0,99.9752182578716,0,0,0,0,0,5.10641129002832,0,0,0,41.1621266538417,16.688192442892,35.2153936588771,0,0,0,0,20.4090909090909,0,83.7385076109877,0,2.90059608160289,4615367974096.26,0,0,0,0,0,0,0,0,0,0,12.8185868646428,12.845194627581,71.8786033136585,462283493,152665919,0,0,0,2021
"Europe & Central Asia (excluding high income)","2021-01-01",0,0,0,0,10.3903201248443,0,0,99.9714524383788,0,0,0,0,0,6.67237902333199,0,0,0,28.7444761938566,14.1063318273968,30.1017858888793,0,0,0,0,20.5421052631579,0,83.6089935495427,0,3.13524110878314,3581677715819.85,0,0,0,0,0,0,0,0,0,0,13.3969282651738,12.501381731515,71.4330856991183,401537489,127229228,0,0,0,2021
"European Union","2021-01-01",0,0,0,0,26.4116835255048,0,0,99.9969239473697,0,0,0,0,0,2.55450699642046,0,0,0,0,20.444666843926,42.3816275238211,0,0,0,0,52.3115384615385,0,86.8216593571786,0,1.52853052015359,17187869517145.9,0,0,0,0,0,0,0,0,0,0,9.10922842812667,11.8614880178309,80.38730785169,447179800,110907988,0,0,0,2021
"Faroe Islands","2021-01-01",0,0,0,0,0,0,0,100,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3649878680.22811,0,0,0,0,0,0,0,0,0,0,12.8,8.1,83.4975609756098,52889,30367,0,0,0,2021
"Fiji","2021-01-01",0,0,0,0,18.4658170346839,0.471656739711761,0.282254427671433,92.1,29.8,0,0,0,0,0.155855722131493,9.72414964688156,5.35325463364225,0,0,15.9067085139697,34.6299698914385,0.62380588054657,0.40717226266861,0,0,0,0,87.65996651,0,1.65062746229185,4296235427.52339,0.667941689491272,0.248574525117874,0.310964047908783,0.347867041826248,-0.0045408639125526,0.331378847360611,0,0,0,0,19.345,8.859,67.114,924610,390740,-0.150340780615807,0.20321099460125,0,2021
"Finland","2021-01-01",0,0,0,0,23.811497847109,2.27007675170898,0.162795156240463,100,0,0,0,0,0,2.19457432339993,0,0,0,0,20.6553229526645,39.8521113833531,1.96044170856476,0.22790752351284,0,0,0,0,92.80806082,0,2.03028083194822,296387625263.561,0.981907784938812,0.233612805604935,2.05786848068237,0.160044327378273,1.89807558059692,0.231549426913261,0,0,14.2,0,9,10.4,81.9341463414634,5541017,798128,1.62274849414825,0.110894158482552,0,2021
"Fragile and conflict affected situations","2021-01-01",0,0,0,0,10.2291847916383,0,0,57.8415135094591,0,0,0,0,0,4.37147715792632,0,0,0,0,0,0,0,0,0,0,18.6304347826087,0,38.1447044757539,0,1.63690455547641,1782737506679.65,0,0,0,0,0,0,0,0,0,0,32.3264298257475,9.57837210497134,61.2505901165685,1001462452,559425748,0,0,0,2021
"France","2021-01-01",0,0,0,0,18.8874832931521,1.31040704250336,0.162795156240463,100,0,0,0,0,0,1.64233141038392,0,0,0,116.547001643428,23.9683390180217,49.9017941756269,1.26752460002899,0.22790752351284,0,0,110.1,0,86.09548575,0,1.9453822620282,2957879759263.52,0.371733695268631,0.233612805604935,1.28912806510925,0.160044327378273,1.23555743694305,0.231549426913261,0,0,19.3,0,10.9,9.7,82.3243902439024,67749632,12708476,1.1150860786438,0.11037677526474,1.13742999459302,2021
"French Polynesia","2021-01-01",0,0,0,0,0,0,0,100,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6080359305.28965,0,0,0,0,0,0,0,0,0,0,12.759,5.376,79.486,304032,115331,0,0,0,2021
"Gabon","2021-01-01",0,0,0,0,0,-0.850754976272583,0.197226494550705,91.8064041137695,0,0,0,0,0,1.08690746519408,0,0,0,0,0,0,-0.783586800098419,0.24116575717926,0,0,0,0,71.74940641,0,1.710036103047,20217946921.2063,-0.0859756395220757,0.24469156563282,-0.695860266685486,0.17913381755352,-0.808025300502777,0.24599127471447,0,0,0,0,27.142,7.258,65.821,2341179,224215,-0.894207715988159,0.126497581601143,0,2021
"Gambia, The","2021-01-01",0,0,0,0,10.9233190891355,-0.358450144529343,0.152052968740463,63.6973609924316,48.74,0,0,0,0,7.37034758876615,10.8052283893493,16.1016666666667,0,0,0,0,-0.638483941555023,0.211885541677475,0,0,0,0,32.96228971,0,0.748651383074683,2038414973.57173,0.175200670957565,0.239415779709816,-0.385542750358582,0.148512110114098,-0.873302340507507,0.164314687252045,0,0,0,0,33.257,7.543,62.083,2639916,970908,-0.102891243994236,0.120932459831238,0,2021
"Georgia","2021-01-01",0,0,0,0,23.4527960555627,0.688035368919373,0.174730002880096,100,0,0,0,0,0,9.56691433824767,2.04654756244566,3.62697500000003,0,55.3844319793905,21.7307962225433,27.5311415790789,0.654211461544037,0.275816798210144,0,0,0,0,76.44271459,0,1.67322167479838,18629365612.096,-0.423428177833557,0.247811526060104,0.170995160937309,0.153947100043297,1.06054139137268,0.237638220191002,3.62380003929138,0,0,34.2,13.412,15.166,71.694,3708610,1488191,0.0153182689100504,0.131178393959999,0,2021
"Germany","2021-01-01",0,0,0,0,18.9770402684594,1.81323182582855,0.162795156240463,100,0,0,0,0,0,3.06666666666666,0,0,0,0,11.2252932602207,33.465787464427,1.33114635944366,0.22790752351284,0,0,122.3,0,91.43060973,0,1.3373843362163,4259934911821.64,0.75599604845047,0.233612805604935,1.60852479934692,0.160044327378273,1.63153600692749,0.231549426913261,0,0,21,0,9.6,12.3,80.9009756097561,83196078,18682511,1.43199121952057,0.11037677526474,0.833247865481232,2021
"Ghana","2021-01-01",0,0,0,0,27.1764917482607,-0.106090411543846,0.146758496761322,86.3,0,0,0,0,0,9.97108867504441,0,0,0,0,0,0,-0.149478808045387,0.196902677416801,0,0,0,0,68.2,0,0.492100594915687,79156409409.8581,0.0664478614926338,0.239415779709816,-0.081007681787014,0.144329845905304,-0.200255006551743,0.163029715418816,0,0,0,0,27.548,7.627,63.795,32833031,13794798,0.467349112033844,0.120698302984238,1.8365651066975,2021
"Gibraltar","2021-01-01",0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.714,11.546,79.329,32669,0,0,0,0,2021
"Greece","2021-01-01",0,0,0,0,31.3462087931442,0.207244008779526,0.162795156240463,100,0,0,0,0,0,1.22382501019855,0,0,0,237.125247983199,25.3409108810727,55.5636267624546,0.443549573421478,0.22790752351284,0,0,0,0,78.49426371,0,3.86736963011333,214873879833.648,0.154484167695045,0.233612805604935,0.349768280982971,0.160044327378273,0.441707789897919,0.231549426913261,0,0,28.3,0,8,13.5,80.1829268292683,10641221,2124201,0.955428957939148,0.110894158482552,0.852052561112034,2021
"Greenland","2021-01-01",0,0,0,0,0,1.02282333374023,0.411844342947006,100,11.76,0,0,0,0,0,0,0,0,0,0,0,0.775258123874664,0.488191992044449,0,0,0,0,0,0,0,3235816195.06609,1.88407135009766,0.33296462893486,1.71873450279236,0.222040787339211,1.37115526199341,0.522208452224731,0,0,0,0,13.4,9.4,71.1475609756098,56653,7078,1.28868770599365,0.251590937376022,0,2021
"Grenada","2021-01-01",0,0,0,0,52.5514518708953,0.523264706134796,0.240838810801506,93.7402954101563,9.96,0,0,0,0,1.21951193916844,3.65305391437644,0,0,0,0,0,0.0265319310128689,0.40717226266861,0,0,0,0,77.76723663,0,0,1122800000,1.04173004627228,0.280120998620987,0.511254489421844,0.28936094045639,0.291877716779709,0.308137089014053,0,0,0,0,15.961,8.151,74.936,124610,78886,0.734087884426117,0.226818829774857,4.01251905946553,2021
"Guam","2021-01-01",0,0,0,0,0,1.32561695575714,0.430105984210968,100,3.55,0,0,0,0,0,0,0,0,0,0,0,0.697109878063202,0.482685506343842,0,0,0,0,0,0,0,6.123e+09,0.868245661258698,0.269270271062851,1.2052298784256,0.499331921339035,0.54862916469574,0.490734934806824,0,0,0,0,16.376,7.337,76.656,170534,8501,0.780045032501221,0.72723913192749,0,2021
"Guatemala","2021-01-01",0,0,0,0,8.12558882134622,-1.17367112636566,0.167616099119186,97.8656539916992,0,0,0,0,0,4.26105127422819,9.24498367528869,0,0,0,11.6129518261926,13.2660847034251,-0.751769006252289,0.257192939519882,0,0,0,0,50.84164945,0,0.444567515086392,86053079767.3507,-0.392172634601593,0.239415779709816,-1.09278106689453,0.166490212082863,-0.315212965011597,0.220563754439354,3.10876989364624,0,0,0,21.12,6.504,69.237,17109746,8170759,-0.461863607168198,0.130255520343781,19.9903643036608,2021
"Guinea","2021-01-01",0,0,0,0,7.41240058577712,-0.996127367019653,0.150884598493576,46.8138694763184,65.53,0,0,0,0,12.5972882566935,0,0,0,0,0,0,-0.915673136711121,0.207799881696701,0,0,0,0,34.68012393,0,1.48454111736468,16091817842.2348,-0.970410823822021,0.239415779709816,-1.13051640987396,0.148106053471565,-0.964260876178741,0.164314687252045,0,0,0,0,34.425,9.99,58.892,13531906,8489377,-0.987571358680725,0.121375754475594,0,2021
"Guinea-Bissau","2021-01-01",0,0,0,0,12.4091099709208,-1.30015206336975,0.187180206179619,35.7637939453125,87.26,0,0,0,0,2.24248879577662,0,0,0,0,0,0,-1.42388391494751,0.233817890286446,0,0,0,0,35.15498736,0,1.78263865868451,1638517606.88578,-0.280239313840866,0.275638103485107,-1.43794846534729,0.222806930541992,-1.25828886032104,0.180220618844032,0,0,0,0,31.087,8.716,59.652,2060721,1141289,-0.236318469047546,0.145604342222214,0,2021
"Guyana","2021-01-01",0,0,0,0,39.7109072349824,-0.165203332901001,0.17678964138031,92.8982315063477,11.97,0,0,0,0,5.03285574626696,-11.0973639445571,7.338,0,0,0,0,-0.236731559038162,0.300332844257355,0,0,0,0,84.79357266,0,0.956516235026897,8044498800.95923,-0.143802285194397,0.239415779709816,-0.397582739591599,0.170963630080223,-0.519256711006165,0.23438087105751,0,0,0,0,20.298,9.987,65.673,804567,588163,0.24670784175396,0.146521896123886,16.2820498479306,2021
"Haiti","2021-01-01",0,0,0,0,3.48958115082392,-1.42337703704834,0.159174978733063,47.1803321838379,0,0,0,0,0,16.8415240198785,-4.71816177704406,0,0,0,0,0,-2.18748784065247,0.27015209197998,0,0,0,0,38.94501834,0,0.188540702112828,20877414952.1236,-1.09535050392151,0.239415779709816,-1.25073385238647,0.165411680936813,-1.31874048709869,0.194888159632683,0,0,0,0,23.498,8.676,63.192,11447569,4812100,-0.9521484375,0.131227374076843,13.0071284130281,2021
"Heavily indebted poor countries (HIPC)","2021-01-01",0,0,0,0,12.0472456778948,0,0,48.0484301640399,0,0,0,0,0,4.25936417542871,0,0,0,0,0,0,0,0,0,0,25.1296296296296,0,28.4885178014036,0,1.20073244847115,898771753067.724,0,0,0,0,0,0,0,0,0,0,35.0587121764505,7.87810405711912,62.3027853999622,861156745,538086954,0,0,0,2021
"High income","2021-01-01",0,0,0,0,15.2478187403868,0,0,99.9783387901063,0,0,0,0,0,2.49833333333334,0,0,0,127.823631555532,16.3561634959113,33.849842978117,0,0,0,0,58.2807692307692,0,90.1016526051232,0,2.48778816661622,60016712305060.2,0,0,0,0,0,0,0,0,0,0,9.73821688620855,10.0207542950942,79.9238302409305,1241269526,230471850,0,0,2.7,2021
"Honduras","2021-01-01",0,0,0,0,18.593369152817,-1.07239580154419,0.152316883206367,94.131591796875,0,0,0,0,0,4.48087963413448,11.7194619679956,0,0,0,0,0,-0.782125532627106,0.239388421177864,0,0,0,0,48.08351858,0,1.60588070153676,28488721296.2012,-0.611998736858368,0.239415779709816,-1.07238364219666,0.158323377370834,-0.521958768367767,0.192754328250885,0,3.41568422,0,0,21.071,5.608,70.123,10278345,4215972,-0.587121188640594,0.12995757162571,38.3427468944297,2021
"Hong Kong SAR, China","2021-01-01",0,0,0,0,38.1844493651894,1.70956075191498,0.162691876292229,100,0,0,0,0,0,1.56875834445927,4.28739230541667,4.9625,0,0,0,0,1.52611684799194,0.247560054063797,0,0,0,0,93.09,0,0,368911387845.418,0.261168509721756,0.253313601016998,1.44665193557739,0.163193464279175,1.58375406265259,0.245195209980011,4.00102996826172,0,0,0,5,6.9,85.4926829268293,7413100,0,-0.211013957858086,0.145493283867836,0.306888506138137,2021
"Hungary","2021-01-01",0,0,0,0,26.3075191763456,0.0356078036129475,0.147276729345322,100,0,0,0,0,0,5.11096534382858,-3.26508366913561,2.09210370143333,0,86.9138955966622,21.4632704691854,42.5375218554368,0.634507834911346,0.216802656650543,0,0,0,0,88.64083466,0,1.63606587200346,182275444031.79,0.861371755599976,0.233612805604935,0.530844032764435,0.142747342586517,0.496175765991211,0.206931561231613,0,0,19.4,0,9.7,16.1,74.4658536585366,9709891,2694980,0.404060244560242,0.103527672588825,0.772416611447461,2021
"IBRD only","2021-01-01",0,0,0,0,7.17099162242389,0,0,99.1032185398158,0,0,0,0,0,4.26635754479807,0,0,0,0,0,0,0,0,0,0,29.6088888888889,0,65.7894079606792,0,1.86789660734741,35615582809273,0,0,0,0,0,0,0,0,0,0,13.6463765745549,8.68127834354331,72.1250802575313,4895306842,2110377063,0,0,0,2021
"IDA & IBRD total","2021-01-01",0,0,0,0,7.23494598531094,0,0,90.097853613603,0,0,0,0,0,4.26020772482845,0,0,0,0,0,0,0,0,0,0,25.3776595744681,0,58.2261890918059,0,1.85064044255075,38246179203967.4,0,0,0,0,0,0,0,0,0,0,18.2025946774014,8.52921530661187,69.7801282431438,6695340280,3219298829,0,0,0,2021
"IDA blend","2021-01-01",0,0,0,0,6.0373635308477,0,0,76.6197483450773,0,0,0,0,0,2.41070312174385,0,0,0,0,0,0,0,0,0,0,19.8222222222222,0,39.3407954014584,0,1.95015433481297,1096038565477.42,0,0,0,0,0,0,0,0,0,0,31.2585123544965,9.35167702385652,60.6802512013328,595016031,335269115,0,0,0,2021
"IDA only","2021-01-01",0,0,0,0,10.1483068226277,0,0,60.1249516723156,0,0,0,0,0,4.25936417542871,0,0,0,0,0,0,0,0,0,0,21.8675,0,32.9233514110224,0,1.36362864632774,1534883548261.97,0,0,0,0,0,0,0,0,0,0,30.2651634426182,7.50535197934116,64.7473008171317,1205017407,773652651,0,0,0,2021
"IDA total","2021-01-01",0,0,0,0,8.22282270771391,0,0,65.582859437609,0,0,0,0,0,4.22278962033192,0,0,0,0,0,0,0,0,0,0,21.4918367346939,0,35.275885688263,0,1.60751918380239,2630947161900.7,0,0,0,0,0,0,0,0,0,0,30.5935231910908,8.11567008606704,63.4029037247301,1800033438,1108921766,0,0,0,2021
"Iceland","2021-01-01",0,0,0,0,25.0692578518716,1.79059553146362,0.200907006859779,100,0,0,0,0,0,4.44423970189747,-1.08153705371092,3.61657416498428,0,96.865508300825,21.6183754445686,35.0853451217105,1.63863050937653,0.247560054063797,0,0,0,0,99.68701957,0,0,25552639899.067,1.37347543239594,0.238506376743317,1.75470423698425,0.175020903348923,1.53473567962646,0.256429970264435,0,8.06042194,0,0,13.1,6.3,83.1170731707317,372520,22560,1.37459933757782,0.155834317207336,0.540051574925405,2021
"India","2021-01-01",0,0,0,0,12.0188120940808,-0.294859200716019,0.147604495286942,99.5725250244141,0,0,0,0,0,5.13140747176369,0.147236063271482,0,0,0,0,0,0.282362580299377,0.229824766516685,0,0,0,0,46.31,0,2.65779003056586,3150306834279.65,-0.615044951438904,0.210783064365387,-0.0809262245893478,0.158343881368637,-0.0787950754165649,0.193251267075539,0,0,0,0,16.419,9.448,67.24,1407563842,909384771,0.112721607089043,0.129646241664886,2.93627889313173,2021
"Indonesia","2021-01-01",0,0,0,0,3.58203636138819,-0.427905589342117,0.147604495286942,99.21,0,0,0,0,0,1.56012990525685,2.75375891283195,0,0,44.4039755758173,9.09404244081396,15.5092181659149,0.379007279872894,0.229824766516685,0,0,0,0,62.1,0,0.695925939497677,1186505455720.81,-0.506472945213318,0.233612805604935,-0.224780738353729,0.158343881368637,0.298162043094635,0.193251267075539,0,0,0,37.9,16.425,10.065,67.57,273753191,116919988,0.155217528343201,0.130690202116966,0,2021
"Iran, Islamic Rep.","2021-01-01",0,0,0,0,0,-1.09630155563354,0.174060717225075,100,0,0,0,0,0,43.3890162681516,0,0,0,0,0,0,-0.858067035675049,0.25916513800621,0,0,0,0,78.6,0,2.29916024067704,359096907772.985,-1.62163186073303,0.239415779709816,-0.947225153446198,0.168617978692055,-1.62226402759552,0.220563754439354,0,0,0,0,13.699,6.437,73.875,87923432,20798288,-1.4702707529068,0.131968468427658,0,2021
"Iraq","2021-01-01",0,0,0,0,10.1893866050777,-1.25052845478058,0.20726677775383,100,0,0,0,0,0,6.04186489058039,0,0,0,0,0,0,-1.29181385040283,0.285666406154633,0,0,0,0,48.91718718,0,2.2829567106897,207691599310.345,-2.39699196815491,0.24469156563282,-1.73155725002289,0.189485490322113,-1.11215388774872,0.262545078992844,0,0,0,0,27.367,4.753,70.378,43533592,12572937,-0.96296638250351,0.137271612882614,0,2021
"Ireland","2021-01-01",0,0,0,0,137.223947659213,1.64912033081055,0.162795156240463,100,0,0,0,0,0,2.35814296241712,0,0,0,65.3989755304497,17.4768789280379,23.3852410347936,1.50441348552704,0.22790752351284,0,0,0,0,95.16956667,0,0.26479124832476,504182603275.542,0.856822490692139,0.233612805604935,1.53041064739227,0.160044327378273,1.56221842765808,0.231549426913261,0,5.27459478,20,0,11.6,6.6,82.1024390243903,5033165,1816369,1.43021321296692,0.110894158482552,0.441188915890542,2021
"Isle of Man","2021-01-01",0,0,0,0,0,0,0,100,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.529,10.604,80.525,84263,39540,0,0,0,2021
"Israel","2021-01-01",0,0,0,0,21.843439399597,0.85577130317688,0.200907006859779,100,0,0,0,0,0,1.51020047690541,0.952189943362597,3.09501504666776,0,0,24.6154201086698,38.3700469315018,1.29196643829346,0.247560054063797,0,0,0,0,90.3,0,5.17162426266508,488526545878.891,-1.06135106086731,0.238506376743317,0.941778302192688,0.175020903348923,1.20903754234314,0.256429970264435,0,0,0,0,19.7,5.4,82.5,9364700,686058,0.682616651058197,0.155834317207336,1.94380733880528,2021
